index,date,discharge_m3_s
7157,2019-06-07,1.92
7158,2019-06-08,1.35
7159,2019-06-09,1.15
7160,2019-06-10,1.16
7161,2019-06-11,1.5
7162,2019-06-12,1.78
7163,2019-06-13,1.84
7164,2019-06-14,1.2
7165,2019-06-15,1.05
7166,2019-06-16,0.98
7167,2019-06-17,0.94
7168,2019-06-18,0.87
7169,2019-06-19,0.81
7170,2019-06-20,1.82
7171,2019-06-21,1.86
7172,2019-06-22,0.56
7173,2019-06-23,0.5
7174,2019-06-24,0.43
7175,2019-06-25,0.51
7176,2019-06-26,0.63
7177,2019-06-27,0.35
7178,2019-06-28,0.34
7179,2019-06-29,0.33
7180,2019-06-30,0.32
7181,2019-07-01,0.33
7182,2019-07-02,0.33
7183,2019-07-03,0.34
7184,2019-07-04,0.35
7185,2019-07-05,0.34
7186,2019-07-06,0.36
7187,2019-07-07,0.41
7188,2019-07-08,0.39
7189,2019-07-09,0.36
7190,2019-07-10,0.39
7191,2019-07-11,0.39
7192,2019-07-12,0.73
7193,2019-07-13,1.22
7194,2019-07-14,0.88
7195,2019-07-15,0.64
7196,2019-07-16,0.34
7197,2019-07-17,0.33
7198,2019-07-18,0.33
7199,2019-07-19,0.32
7200,2019-07-20,0.34
7201,2019-07-21,0.34
7202,2019-07-22,0.34
7203,2019-07-23,0.32
7204,2019-07-24,0.31
7205,2019-07-25,0.32
7206,2019-07-26,0.32
7207,2019-07-27,0.31
7208,2019-07-28,0.3
7209,2019-07-29,0.3
7210,2019-07-30,0.31
7211,2019-07-31,0.3
7212,2019-08-01,0.32
7213,2019-08-02,0.3
7214,2019-08-03,0.34
7215,2019-08-04,0.33
7216,2019-08-05,0.3
7217,2019-08-06,0.3
7218,2019-08-07,0.49
7219,2019-08-08,0.53
7220,2019-08-09,0.27
7221,2019-08-10,0.39
7222,2019-08-11,0.28
7223,2019-08-12,0.33
7224,2019-08-13,0.27
7225,2019-08-14,0.24
7226,2019-08-15,0.23
7227,2019-08-16,0.24
7228,2019-08-17,0.23
7229,2019-08-18,0.24
7230,2019-08-19,0.45
7231,2019-08-20,0.26
7232,2019-08-21,0.3
7233,2019-08-22,0.25
7234,2019-08-23,0.23
7235,2019-08-24,0.23
7236,2019-08-25,0.23
7237,2019-08-26,0.25
7238,2019-08-27,0.26
7239,2019-08-28,0.26
7240,2019-08-29,0.24
7241,2019-08-30,0.37
7242,2019-08-31,0.28
7243,2019-09-01,0.24
7244,2019-09-02,0.5
7245,2019-09-03,0.83
7246,2019-09-04,0.82
7247,2019-09-05,0.82
7248,2019-09-06,0.86
7249,2019-09-07,0.91
7250,2019-09-08,0.87
7251,2019-09-09,2.49
7252,2019-09-10,1.6
7253,2019-09-11,1.08
7254,2019-09-12,1.43
7255,2019-09-13,1.39
7256,2019-09-14,1.34
7257,2019-09-15,1.37
7258,2019-09-16,1.3
7259,2019-09-17,1.22
7260,2019-09-18,1.14
7261,2019-09-19,1.09
7262,2019-09-20,0.84
7263,2019-09-21,0.3
7264,2019-09-22,0.28
7265,2019-09-23,0.27
7266,2019-09-24,0.3
7267,2019-09-25,0.31
7268,2019-09-26,0.28
7269,2019-09-27,0.27
7270,2019-09-28,0.28
7271,2019-09-29,0.26
7272,2019-09-30,0.28
7273,2019-10-01,0.3
7274,2019-10-02,0.38
7275,2019-10-03,0.39
7276,2019-10-04,0.33
7277,2019-10-05,0.89
7278,2019-10-06,0.47
7279,2019-10-07,0.38
7280,2019-10-08,0.38
7281,2019-10-09,0.52
7282,2019-10-10,0.6
7283,2019-10-11,1.07
7284,2019-10-12,1.01
7285,2019-10-13,1.0
7286,2019-10-14,1.03
7287,2019-10-15,0.98
7288,2019-10-16,0.96
7289,2019-10-17,1.09
7290,2019-10-18,1.14
7291,2019-10-19,1.18
7292,2019-10-20,1.2
7293,2019-10-21,0.8
7294,2019-10-22,0.31
7295,2019-10-23,0.3
7296,2019-10-24,0.28
7297,2019-10-25,0.28
7298,2019-10-26,0.28
7299,2019-10-27,0.31
7300,2019-10-28,0.32
7301,2019-10-29,0.28
7302,2019-10-30,0.28
7303,2019-10-31,0.29
7304,2019-11-01,0.28
7305,2019-11-02,0.3
7306,2019-11-03,0.29
7307,2019-11-04,0.33
7308,2019-11-05,0.3
7309,2019-11-06,0.27
7310,2019-11-07,0.27
7311,2019-11-08,0.24
7312,2019-11-09,0.25
7313,2019-11-10,0.25
7314,2019-11-11,0.27
7315,2019-11-12,0.37
7316,2019-11-13,0.25
7317,2019-11-14,0.26
7318,2019-11-15,0.25
7319,2019-11-16,0.23
7320,2019-11-17,0.24
7321,2019-11-18,0.27
7322,2019-11-19,0.27
7323,2019-11-20,0.28
7324,2019-11-21,0.28
7325,2019-11-22,0.27
7326,2019-11-23,0.26
7327,2019-11-24,0.26
7328,2019-11-25,0.28
7329,2019-11-26,0.26
7330,2019-11-27,0.28
7331,2019-11-28,0.28
7332,2019-11-29,0.27
7333,2019-11-30,0.26
7334,2019-12-01,0.25
7335,2019-12-02,0.24
7336,2019-12-03,0.25
7337,2019-12-04,0.24
7338,2019-12-05,0.23
7339,2019-12-06,0.22
7340,2019-12-07,0.29
7341,2019-12-08,0.25
7342,2019-12-09,0.26
7343,2019-12-10,0.31
7344,2019-12-11,0.26
7345,2019-12-12,0.25
7346,2019-12-13,0.24
7347,2019-12-14,0.27
7348,2019-12-15,0.36
7349,2019-12-16,0.32
7350,2019-12-17,0.27
7351,2019-12-18,0.26
7352,2019-12-19,0.26
7353,2019-12-20,0.26
7354,2019-12-21,0.32
7355,2019-12-22,0.28
7356,2019-12-23,0.27
7357,2019-12-24,0.31
7358,2019-12-25,0.35
7359,2019-12-26,0.37
7360,2019-12-27,0.32
7361,2019-12-28,0.3
7362,2019-12-29,0.29
7363,2019-12-30,0.28
7364,2019-12-31,0.28
7365,2020-01-01,0.28
7366,2020-01-02,0.27
7367,2020-01-03,0.29
7368,2020-01-04,0.33
7369,2020-01-05,0.34
7370,2020-01-06,0.39
7371,2020-01-07,0.66
7372,2020-01-08,0.67
7373,2020-01-09,0.81
7374,2020-01-10,0.72
7375,2020-01-11,0.71
7376,2020-01-12,0.69
7377,2020-01-13,0.7
7378,2020-01-14,0.72
7379,2020-01-15,0.72
7380,2020-01-16,0.72
7381,2020-01-17,0.62
7382,2020-01-18,0.3
7383,2020-01-19,0.29
7384,2020-01-20,0.28
7385,2020-01-21,0.28
7386,2020-01-22,0.26
7387,2020-01-23,0.29
7388,2020-01-24,0.26
7389,2020-01-25,0.25
7390,2020-01-26,0.28
7391,2020-01-27,0.28
7392,2020-01-28,0.29
7393,2020-01-29,0.29
7394,2020-01-30,0.29
7395,2020-01-31,0.3
7396,2020-02-01,0.31
7397,2020-02-02,0.4
7398,2020-02-03,2.0
7399,2020-02-04,3.43
7400,2020-02-05,2.96
7401,2020-02-06,2.51
7402,2020-02-07,2.36
7403,2020-02-08,2.21
7404,2020-02-09,2.11
7405,2020-02-10,2.61
7406,2020-02-11,2.5
7407,2020-02-12,2.31
7408,2020-02-13,2.95
7409,2020-02-14,3.93
7410,2020-02-15,3.86
7411,2020-02-16,3.77
7412,2020-02-17,3.73
7413,2020-02-18,3.66
7414,2020-02-19,3.63
7415,2020-02-20,3.56
7416,2020-02-21,3.09
7417,2020-02-22,2.07
7418,2020-02-23,2.62
7419,2020-02-24,3.43
7420,2020-02-25,3.79
7421,2020-02-26,3.6
7422,2020-02-27,3.74
7423,2020-02-28,3.94
7424,2020-02-29,4.19
7425,2020-03-01,4.24
7426,2020-03-02,3.1
7427,2020-03-03,1.83
7428,2020-03-04,1.63
7429,2020-03-05,1.47
7430,2020-03-06,2.58
7431,2020-03-07,4.34
7432,2020-03-08,4.17
7433,2020-03-09,3.48
7434,2020-03-10,2.65
7435,2020-03-11,3.21
7436,2020-03-12,3.32
7437,2020-03-13,3.16
7438,2020-03-14,3.04
7439,2020-03-15,2.93
7440,2020-03-16,3.44
7441,2020-03-17,4.08
7442,2020-03-18,3.99
7443,2020-03-19,3.92
7444,2020-03-20,3.33
7445,2020-03-21,2.68
7446,2020-03-22,2.59
7447,2020-03-23,2.25
7448,2020-03-24,1.86
7449,2020-03-25,1.81
7450,2020-03-26,1.59
7451,2020-03-27,1.3
7452,2020-03-28,1.26
7453,2020-03-29,1.27
7454,2020-03-30,1.26
7455,2020-03-31,1.24
7456,2020-04-01,1.19
7457,2020-04-02,1.18
7458,2020-04-03,1.14
7459,2020-04-04,1.11
7460,2020-04-05,1.12
7461,2020-04-06,0.9
7462,2020-04-07,0.52
7463,2020-04-08,0.51
7464,2020-04-09,0.47
7465,2020-04-10,0.46
7466,2020-04-11,0.44
7467,2020-04-12,0.44
7468,2020-04-13,0.45
7469,2020-04-14,0.48
7470,2020-04-15,0.41
7471,2020-04-16,0.41
7472,2020-04-17,0.4
7473,2020-04-18,0.39
7474,2020-04-19,0.39
7475,2020-04-20,0.39
7476,2020-04-21,0.38
7477,2020-04-22,0.36
7478,2020-04-23,0.34
7479,2020-04-24,0.33
7480,2020-04-25,0.34
7481,2020-04-26,0.33
7482,2020-04-27,0.34
7483,2020-04-28,0.3
7484,2020-04-29,0.3
7485,2020-04-30,0.29
7486,2020-05-01,0.28
7487,2020-05-02,0.3
7488,2020-05-03,0.33
7489,2020-05-04,0.32
7490,2020-05-05,0.36
7491,2020-05-06,0.3
7492,2020-05-07,0.29
7493,2020-05-08,0.29
7494,2020-05-09,0.27
7495,2020-05-10,0.29
7496,2020-05-11,0.59
7497,2020-05-12,0.67
7498,2020-05-13,0.38
7499,2020-05-14,0.33
7500,2020-05-15,0.29
7501,2020-05-16,0.27
7502,2020-05-17,0.27
7503,2020-05-18,0.25
7504,2020-05-19,0.24
7505,2020-05-20,0.25
7506,2020-05-21,0.25
7507,2020-05-22,0.26
7508,2020-05-23,0.76
7509,2020-05-24,0.39
7510,2020-05-25,0.35
7511,2020-05-26,0.36
7512,2020-05-27,0.29
7513,2020-05-28,0.85
7514,2020-05-29,0.38
7515,2020-05-30,0.31
7516,2020-05-31,0.3
7517,2020-06-01,0.29
7518,2020-06-02,0.31
7519,2020-06-03,0.38
7520,2020-06-04,0.28
7521,2020-06-05,0.33
7522,2020-06-06,0.31
7523,2020-06-07,0.28
7524,2020-06-08,0.37
7525,2020-06-09,0.27
7526,2020-06-10,0.26
7527,2020-06-11,0.28
7528,2020-06-12,0.33
7529,2020-06-13,0.55
7530,2020-06-14,1.15
7531,2020-06-15,0.57
7532,2020-06-16,0.28
7533,2020-06-17,0.25
7534,2020-06-18,0.24
7535,2020-06-19,0.31
7536,2020-06-20,0.3
7537,2020-06-21,0.26
7538,2020-06-22,0.24
7539,2020-06-23,0.23
7540,2020-06-24,0.23
7541,2020-06-25,0.35
7542,2020-06-26,0.35
7543,2020-06-27,1.15
7544,2020-06-28,0.73
7545,2020-06-29,0.71
7546,2020-06-30,0.66
7547,2020-07-01,0.54
7548,2020-07-02,0.26
7549,2020-07-03,0.26
7550,2020-07-04,0.23
7551,2020-07-05,0.22
7552,2020-07-06,0.22
7553,2020-07-07,0.24
7554,2020-07-08,0.25
7555,2020-07-09,0.26
7556,2020-07-10,0.24
7557,2020-07-11,0.23
7558,2020-07-12,0.23
7559,2020-07-13,0.23
7560,2020-07-14,0.23
7561,2020-07-15,0.31
7562,2020-07-16,0.85
7563,2020-07-17,0.46
7564,2020-07-18,0.3
7565,2020-07-19,0.27
7566,2020-07-20,0.4
7567,2020-07-21,0.7
7568,2020-07-22,0.72
7569,2020-07-23,0.72
7570,2020-07-24,0.63
7571,2020-07-25,0.28
7572,2020-07-26,0.3
7573,2020-07-27,0.31
7574,2020-07-28,0.31
7575,2020-07-29,0.3
7576,2020-07-30,0.3
7577,2020-07-31,0.3
7578,2020-08-01,0.3
7579,2020-08-02,0.47
7580,2020-08-03,0.41
7581,2020-08-04,0.27
7582,2020-08-05,0.24
7583,2020-08-06,0.23
7584,2020-08-07,0.24
7585,2020-08-08,0.25
7586,2020-08-09,0.26
7587,2020-08-10,0.24
7588,2020-08-11,0.34
7589,2020-08-12,0.3
7590,2020-08-13,0.27
7591,2020-08-14,1.04
7592,2020-08-15,0.25
7593,2020-08-16,0.21
7594,2020-08-17,0.2
7595,2020-08-18,0.26
7596,2020-08-19,0.22
7597,2020-08-20,0.22
7598,2020-08-21,0.22
7599,2020-08-22,0.3
7600,2020-08-23,0.29
7601,2020-08-24,0.24
7602,2020-08-25,0.23
7603,2020-08-26,0.27
7604,2020-08-27,0.25
7605,2020-08-28,0.26
7606,2020-08-29,0.27
7607,2020-08-30,1.68
7608,2020-08-31,8.12
7609,2020-09-01,3.06
7610,2020-09-02,1.55
7611,2020-09-03,0.9
7612,2020-09-04,0.85
7613,2020-09-05,0.82
7614,2020-09-06,0.81
7615,2020-09-07,0.67
7616,2020-09-08,0.37
7617,2020-09-09,0.35
7618,2020-09-10,0.34
7619,2020-09-11,0.32
7620,2020-09-12,0.32
7621,2020-09-13,0.3
7622,2020-09-14,0.33
7623,2020-09-15,0.42
7624,2020-09-16,0.33
7625,2020-09-17,0.3
7626,2020-09-18,0.29
7627,2020-09-19,0.28
7628,2020-09-20,0.28
7629,2020-09-21,0.28
7630,2020-09-22,0.29
7631,2020-09-23,0.93
7632,2020-09-24,0.62
7633,2020-09-25,0.58
7634,2020-09-26,3.44
7635,2020-09-27,1.69
7636,2020-09-28,1.1
7637,2020-09-29,0.95
7638,2020-09-30,0.9
7639,2020-10-01,0.75
7640,2020-10-02,0.43
7641,2020-10-03,0.39
7642,2020-10-04,0.42
7643,2020-10-05,0.42
7644,2020-10-06,0.43
7645,2020-10-07,0.39
7646,2020-10-08,0.38
7647,2020-10-09,0.34
7648,2020-10-10,0.39
7649,2020-10-11,0.36
7650,2020-10-12,0.51
7651,2020-10-13,1.15
7652,2020-10-14,9.11
7653,2020-10-15,9.0
7654,2020-10-16,10.6
7655,2020-10-17,13.1
7656,2020-10-18,11.8
7657,2020-10-19,11.6
7658,2020-10-20,11.6
7659,2020-10-21,11.1
7660,2020-10-22,6.59
7661,2020-10-23,6.06
7662,2020-10-24,6.24
7663,2020-10-25,5.85
7664,2020-10-26,5.05
7665,2020-10-27,4.03
7666,2020-10-28,2.67
7667,2020-10-29,2.71
7668,2020-10-30,3.19
7669,2020-10-31,3.67
7670,2020-11-01,3.32
7671,2020-11-02,3.54
7672,2020-11-03,4.28
7673,2020-11-04,4.46
7674,2020-11-05,4.33
7675,2020-11-06,3.56
7676,2020-11-07,2.55
7677,2020-11-08,2.42
7678,2020-11-09,2.27
7679,2020-11-10,2.07
7680,2020-11-11,1.89
7681,2020-11-12,1.69
7682,2020-11-13,1.54
7683,2020-11-14,1.33
7684,2020-11-15,1.31
7685,2020-11-16,1.34
7686,2020-11-17,1.26
7687,2020-11-18,1.21
7688,2020-11-19,1.2
7689,2020-11-20,1.18
7690,2020-11-21,0.93
7691,2020-11-22,0.91
7692,2020-11-23,0.91
7693,2020-11-24,0.9
7694,2020-11-25,0.86
7695,2020-11-26,0.82
7696,2020-11-27,0.81
7697,2020-11-28,0.81
7698,2020-11-29,0.8
7699,2020-11-30,0.82
7700,2020-12-01,0.83
7701,2020-12-02,0.87
7702,2020-12-03,0.84
7703,2020-12-04,0.86
7704,2020-12-05,0.86
7705,2020-12-06,0.81
7706,2020-12-07,0.82
7707,2020-12-08,0.79
7708,2020-12-09,0.77
7709,2020-12-10,0.81
7710,2020-12-11,0.83
7711,2020-12-12,0.8
7712,2020-12-13,0.77
7713,2020-12-14,0.75
7714,2020-12-15,0.74
7715,2020-12-16,0.72
7716,2020-12-17,0.72
7717,2020-12-18,0.72
7718,2020-12-19,0.7
7719,2020-12-20,0.68
7720,2020-12-21,0.69
7721,2020-12-22,0.78
7722,2020-12-23,0.98
7723,2020-12-24,1.14
7724,2020-12-25,0.98
7725,2020-12-26,0.89
7726,2020-12-27,0.85
7727,2020-12-28,0.84
7728,2020-12-29,0.83
7729,2020-12-30,0.81
7730,2020-12-31,0.79
7731,2021-01-01,0.77
7732,2021-01-02,0.77
7733,2021-01-03,0.82
7734,2021-01-04,0.84
7735,2021-01-05,0.81
7736,2021-01-06,0.82
7737,2021-01-07,0.81
7738,2021-01-08,0.81
7739,2021-01-09,0.8
7740,2021-01-10,0.8
7741,2021-01-11,0.74
7742,2021-01-12,0.96
7743,2021-01-13,0.88
7744,2021-01-14,0.88
7745,2021-01-15,0.85
7746,2021-01-16,0.81
7747,2021-01-17,0.8
7748,2021-01-18,0.79
7749,2021-01-19,1.08
7750,2021-01-20,1.69
7751,2021-01-21,3.11
7752,2021-01-22,3.79
7753,2021-01-23,4.24
7754,2021-01-24,3.77
7755,2021-01-25,3.71
7756,2021-01-26,3.78
7757,2021-01-27,3.72
7758,2021-01-28,4.19
7759,2021-01-29,5.47
7760,2021-01-30,10.4
7761,2021-01-31,8.57
7762,2021-02-01,8.96
7763,2021-02-02,10.2
7764,2021-02-03,11.2
7765,2021-02-04,13.2
7766,2021-02-05,12.3
7767,2021-02-06,11.5
7768,2021-02-07,10.8
7769,2021-02-08,9.01
7770,2021-02-09,6.73
7771,2021-02-10,6.32
7772,2021-02-11,5.97
7773,2021-02-12,5.25
7774,2021-02-13,4.58
7775,2021-02-14,4.41
7776,2021-02-15,4.89
7777,2021-02-16,5.33
7778,2021-02-17,7.79
7779,2021-02-18,9.77
7780,2021-02-19,9.7
7781,2021-02-20,9.11
7782,2021-02-21,8.27
7783,2021-02-22,7.7
7784,2021-02-23,7.25
7785,2021-02-24,6.81
7786,2021-02-25,6.47
7787,2021-02-26,6.21
7788,2021-02-27,6.02
7789,2021-02-28,5.78
7790,2021-03-01,5.62
7791,2021-03-02,5.17
7792,2021-03-03,4.8
7793,2021-03-04,4.76
7794,2021-03-05,4.74
7795,2021-03-06,4.5
7796,2021-03-07,4.45
7797,2021-03-08,4.44
7798,2021-03-09,3.68
7799,2021-03-10,2.84
7800,2021-03-11,2.82
7801,2021-03-12,2.8
7802,2021-03-13,2.67
7803,2021-03-14,2.63
7804,2021-03-15,2.53
7805,2021-03-16,2.3
7806,2021-03-17,2.3
7807,2021-03-18,2.41
7808,2021-03-19,2.73
7809,2021-03-20,2.67
7810,2021-03-21,2.64
7811,2021-03-22,2.79
7812,2021-03-23,2.91
7813,2021-03-24,2.85
7814,2021-03-25,3.01
7815,2021-03-26,3.25
7816,2021-03-27,3.22
7817,2021-03-28,3.13
7818,2021-03-29,3.64
7819,2021-03-30,4.18
7820,2021-03-31,4.07
7821,2021-04-01,3.93
7822,2021-04-02,3.72
7823,2021-04-03,3.8
7824,2021-04-04,3.67
7825,2021-04-05,3.86
7826,2021-04-06,3.78
7827,2021-04-07,3.92
7828,2021-04-08,4.3
7829,2021-04-09,3.71
7830,2021-04-10,3.45
7831,2021-04-11,3.38
7832,2021-04-12,3.64
7833,2021-04-13,3.53
7834,2021-04-14,3.45
7835,2021-04-15,3.95
7836,2021-04-16,4.56
7837,2021-04-17,4.59
7838,2021-04-18,4.56
7839,2021-04-19,4.33
7840,2021-04-20,4.38
7841,2021-04-21,4.33
7842,2021-04-22,4.19
7843,2021-04-23,4.13
7844,2021-04-24,4.05
7845,2021-04-25,3.98
7846,2021-04-26,3.57
7847,2021-04-27,2.63
7848,2021-04-28,1.99
7849,2021-04-29,2.29
7850,2021-04-30,3.04
7851,2021-05-01,3.48
7852,2021-05-02,4.4
7853,2021-05-03,3.58
7854,2021-05-04,3.57
7855,2021-05-05,3.81
7856,2021-05-06,2.72
7857,2021-05-07,2.59
7858,2021-05-08,2.36
7859,2021-05-09,2.32
7860,2021-05-10,2.05
7861,2021-05-11,1.48
7862,2021-05-12,2.72
7863,2021-05-13,5.25
7864,2021-05-14,5.14
7865,2021-05-15,4.7
7866,2021-05-16,4.64
7867,2021-05-17,4.32
7868,2021-05-18,4.23
7869,2021-05-19,5.02
7870,2021-05-20,4.83
7871,2021-05-21,4.76
7872,2021-05-22,4.44
7873,2021-05-23,4.26
7874,2021-05-24,3.97
7875,2021-05-25,3.03
7876,2021-05-26,2.2
7877,2021-05-27,1.94
7878,2021-05-28,1.77
7879,2021-05-29,1.56
7880,2021-05-30,1.51
7881,2021-05-31,1.41
7882,2021-06-01,1.33
7883,2021-06-02,1.06
7884,2021-06-03,0.77
7885,2021-06-04,0.88
7886,2021-06-05,1.46
7887,2021-06-06,1.41
7888,2021-06-07,1.11
7889,2021-06-08,0.9
7890,2021-06-09,0.69
7891,2021-06-10,0.59
7892,2021-06-11,0.54
7893,2021-06-12,0.52
7894,2021-06-13,0.5
7895,2021-06-14,0.59
7896,2021-06-15,0.6
7897,2021-06-16,0.81
7898,2021-06-17,0.78
7899,2021-06-18,0.64
7900,2021-06-19,0.4
7901,2021-06-20,0.38
7902,2021-06-21,0.39
7903,2021-06-22,0.56
7904,2021-06-23,0.54
7905,2021-06-24,1.03
7906,2021-06-25,1.48
7907,2021-06-26,1.26
7908,2021-06-27,2.58
7909,2021-06-28,0.7
7910,2021-06-29,0.74
7911,2021-06-30,5.28
7912,2021-07-01,1.51
7913,2021-07-02,1.43
7914,2021-07-03,0.83
7915,2021-07-04,0.7
7916,2021-07-05,0.77
7917,2021-07-06,1.04
7918,2021-07-07,3.38
7919,2021-07-08,1.89
7920,2021-07-09,3.26
7921,2021-07-10,2.37
7922,2021-07-11,2.74
7923,2021-07-12,2.01
7924,2021-07-13,1.87
7925,2021-07-14,3.35
7926,2021-07-15,1.75
7927,2021-07-16,1.49
7928,2021-07-17,2.45
7929,2021-07-18,1.82
7930,2021-07-19,1.57
7931,2021-07-20,1.59
7932,2021-07-21,1.4
7933,2021-07-22,1.14
7934,2021-07-23,1.07
7935,2021-07-24,1.0
7936,2021-07-25,1.06
7937,2021-07-26,1.11
7938,2021-07-27,0.97
7939,2021-07-28,0.91
7940,2021-07-29,0.88
7941,2021-07-30,0.85
7942,2021-07-31,0.81
7943,2021-08-01,0.88
7944,2021-08-02,0.79
7945,2021-08-03,0.5
7946,2021-08-04,0.83
7947,2021-08-05,1.11
7948,2021-08-06,1.87
7949,2021-08-07,1.17
7950,2021-08-08,1.14
7951,2021-08-09,0.89
7952,2021-08-10,0.94
7953,2021-08-11,0.97
7954,2021-08-12,0.82
7955,2021-08-13,0.69
7956,2021-08-14,0.4
7957,2021-08-15,0.39
7958,2021-08-16,0.39
7959,2021-08-17,0.41
7960,2021-08-18,0.38
7961,2021-08-19,0.38
7962,2021-08-20,0.38
7963,2021-08-21,0.37
7964,2021-08-22,0.83
7965,2021-08-23,3.48
7966,2021-08-24,3.94
7967,2021-08-25,2.2
7968,2021-08-26,2.0
7969,2021-08-27,4.9
7970,2021-08-28,9.83
7971,2021-08-29,10.7
7972,2021-08-30,10.3
7973,2021-08-31,18.4
7974,2021-09-01,21.1
7975,2021-09-02,20.7
7976,2021-09-03,20.0
7977,2021-09-04,18.4
7978,2021-09-05,15.4
7979,2021-09-06,7.2
7980,2021-09-07,4.69
7981,2021-09-08,3.68
7982,2021-09-09,3.5
7983,2021-09-10,4.03
7984,2021-09-11,3.54
7985,2021-09-12,3.45
7986,2021-09-13,3.8
7987,2021-09-14,4.31
7988,2021-09-15,4.24
7989,2021-09-16,4.59
7990,2021-09-17,4.08
7991,2021-09-18,3.84
7992,2021-09-19,3.83
7993,2021-09-20,2.6
7994,2021-09-21,1.24
7995,2021-09-22,1.24
7996,2021-09-23,1.12
7997,2021-09-24,0.92
7998,2021-09-25,0.89
7999,2021-09-26,0.86
8000,2021-09-27,0.92
8001,2021-09-28,0.86
8002,2021-09-29,0.86
8003,2021-09-30,0.84
8004,2021-10-01,0.81
8005,2021-10-02,0.79
8006,2021-10-03,0.76
8007,2021-10-04,0.67
8008,2021-10-05,0.5
8009,2021-10-06,0.49
8010,2021-10-07,0.45
8011,2021-10-08,0.57
8012,2021-10-09,0.53
8013,2021-10-10,0.53
8014,2021-10-11,0.45
8015,2021-10-12,0.56
8016,2021-10-13,0.52
8017,2021-10-14,0.48
8018,2021-10-15,0.49
8019,2021-10-16,0.43
8020,2021-10-17,0.45
8021,2021-10-18,0.41
8022,2021-10-19,0.4
8023,2021-10-20,0.35
8024,2021-10-21,0.35
8025,2021-10-22,0.36
8026,2021-10-23,0.39
8027,2021-10-24,0.36
8028,2021-10-25,0.37
8029,2021-10-26,0.35
8030,2021-10-27,0.32
8031,2021-10-28,0.3
8032,2021-10-29,0.28
8033,2021-10-30,0.29
8034,2021-10-31,0.29
8035,2021-11-01,0.32
8036,2021-11-02,1.17
8037,2021-11-03,1.34
8038,2021-11-04,3.57
8039,2021-11-05,2.98
8040,2021-11-06,2.35
8041,2021-11-07,2.07
8042,2021-11-08,1.65
8043,2021-11-09,1.06
8044,2021-11-10,0.97
8045,2021-11-11,0.94
8046,2021-11-12,0.93
8047,2021-11-13,0.9
8048,2021-11-14,0.91
8049,2021-11-15,0.91
8050,2021-11-16,0.88
8051,2021-11-17,0.84
8052,2021-11-18,0.83
8053,2021-11-19,0.86
8054,2021-11-20,0.87
8055,2021-11-21,0.91
8056,2021-11-22,0.91
8057,2021-11-23,0.8
8058,2021-11-24,0.71
8059,2021-11-25,0.52
8060,2021-11-26,0.5
8061,2021-11-27,0.52
8062,2021-11-28,0.53
8063,2021-11-29,0.6
8064,2021-11-30,0.91
8065,2021-12-01,1.19
8066,2021-12-02,1.15
8067,2021-12-03,1.03
8068,2021-12-04,0.96
8069,2021-12-05,1.11
8070,2021-12-06,1.07
8071,2021-12-07,1.0
8072,2021-12-08,1.0
8073,2021-12-09,0.98
8074,2021-12-10,1.07
8075,2021-12-11,0.97
8076,2021-12-12,0.94
8077,2021-12-13,1.09
8078,2021-12-14,1.38
8079,2021-12-15,1.58
8080,2021-12-16,1.54
8081,2021-12-17,1.57
8082,2021-12-18,1.6
8083,2021-12-19,1.65
8084,2021-12-20,1.88
8085,2021-12-21,1.94
8086,2021-12-22,1.82
8087,2021-12-23,1.94
8088,2021-12-24,2.79
8089,2021-12-25,2.95
8090,2021-12-26,2.74
8091,2021-12-27,2.78
8092,2021-12-28,2.62
8093,2021-12-29,2.96
8094,2021-12-30,3.15
8095,2021-12-31,3.11
